"STAT_AREA" "GNMFSAREA"
"1239" "785230" "542"
"1240" "785300" "542"
"1241" "785330" "542"
"1242" "785400" "542"
"1243" "785430" "542"
"1244" "785500" "523"
"1245" "785530" "550"
"1246" "785600" "550"
"1247" "785630" "550"
"1248" "785700" "550"
"1249" "785730" "550"
"1250" "785800" "523"
"1251" "785830" "523"
"1252" "785900" "521"
"1253" "785930" "521"
"1254" "786000" "524"
"1255" "786030" "524"
"1256" "786100" "524"
"1257" "794730" "542"
"1258" "794800" "542"
"1259" "794830" "542"
"1260" "794900" "542"
"1261" "794930" "542"
"1262" "795000" "542"
"1263" "795030" "542"
"1264" "795101" "542"
"1265" "795102" "542"
"1266" "795131" "542"
"1267" "795132" "542"
"1268" "795200" "542"
"1269" "795230" "542"
"1270" "795300" "542"
"1271" "795330" "542"
"1272" "795400" "542"
"1273" "795430" "542"
"1274" "795500" "523"
"1275" "795530" "550"
"1276" "795600" "550"
"1277" "795630" "550"
"1278" "795700" "550"
"1279" "795730" "550"
"1280" "795800" "550"
"1281" "795830" "550"
"1282" "795900" "521"
"1283" "795930" "521"
"1284" "796000" "524"
"1285" "796030" "524"
"1286" "804730" "542"
"1287" "804800" "542"
"1288" "804830" "542"
"1289" "804900" "542"
"1290" "804930" "542"
"1291" "805000" "542"
"1292" "805030" "542"
"1293" "805101" "542"
"1294" "805102" "542"
"1295" "805103" "542"
"1296" "805131" "542"
"1297" "805132" "542"
"1298" "805133" "542"
"1299" "805201" "542"
"1300" "805202" "542"
"1301" "805230" "542"
"1302" "805300" "542"
"1303" "805330" "542"
"1304" "805400" "542"
"1305" "805430" "542"
"1306" "805500" "530"
"1307" "805530" "550"
"1308" "805600" "550"
"1309" "805630" "550"
"1310" "805700" "550"
"1311" "805730" "550"
"1312" "805800" "550"
"1313" "805830" "550"
"1314" "805900" "550"
"1315" "805930" "300"
"1316" "814800" "542"
"1317" "814830" "542"
"1318" "814900" "542"
"1319" "814930" "542"
"1320" "815000" "542"
"1321" "815030" "542"
"1322" "815100" "542"
"1323" "815131" "542"
"1324" "815132" "542"
"1325" "815133" "542"
"1326" "815134" "542"
"1327" "815135" "542"
"1328" "815136" "542"
"1329" "815201" "542"
"1330" "815202" "542"
"1331" "815230" "542"
"1332" "815300" "542"
"1333" "815330" "542"
"1334" "815400" "542"
"1335" "815430" "542"
"1336" "815500" "530"
"1337" "815530" "550"
"1338" "815600" "550"
"1339" "815630" "550"
"1340" "815700" "550"
"1341" "815730" "550"
"1342" "815800" "550"
"1343" "815830" "550"
"1344" "815900" "300"
"1345" "824800" "542"
"1346" "824830" "542"
"1347" "824900" "542"
"1348" "824930" "542"
"1349" "825000" "542"
"1350" "825030" "542"
"1351" "825100" "542"
"1352" "825131" "542"
"1353" "825132" "542"
"1354" "825133" "542"
"1355" "825134" "542"
"1356" "825201" "542"
"1357" "825202" "542"
"1358" "825203" "542"
"1359" "825230" "542"
"1360" "825300" "542"
"1361" "825330" "542"
"1362" "825400" "542"
"1363" "825430" "542"
"1364" "825500" "530"
"1365" "825530" "530"
"1366" "825600" "550"
"1367" "825630" "550"
"1368" "825700" "550"
"1369" "825730" "550"
"1370" "825800" "550"
"1371" "825830" "300"
"1372" "834800" "543"
"1373" "834830" "543"
"1374" "834900" "543"
"1375" "834930" "543"
"1376" "835000" "543"
"1377" "835030" "543"
"1378" "835100" "543"
"1379" "835130" "543"
"1380" "835200" "543"
"1381" "835230" "543"
"1382" "835300" "543"
"1383" "835330" "543"
"1384" "835400" "543"
"1385" "835430" "543"
"1386" "835500" "530"
"1387" "835530" "530"
"1388" "835600" "550"
"1389" "835630" "550"
"1390" "835700" "550"
"1391" "835730" "550"
"1392" "835800" "300"
"1393" "844830" "543"
"1394" "844900" "543"
"1395" "844930" "543"
"1396" "845000" "543"
"1397" "845030" "543"
"1398" "845100" "543"
"1399" "845130" "543"
"1400" "845201" "543"
"1401" "845202" "543"
"1402" "845230" "543"
"1403" "845300" "543"
"1404" "845330" "543"
"1405" "845400" "543"
"1406" "845430" "543"
"1407" "845500" "530"
"1408" "845530" "530"
"1409" "845600" "530"
"1410" "845630" "550"
"1411" "845700" "550"
"1412" "845730" "300"
"1413" "854830" "543"
"1414" "854900" "543"
"1415" "854930" "543"
"1416" "855000" "543"
"1417" "855030" "543"
"1418" "855100" "543"
"1419" "855130" "543"
"1420" "855200" "543"
"1421" "855231" "543"
"1422" "855232" "543"
"1423" "855233" "543"
"1424" "855234" "543"
"1425" "855300" "543"
"1426" "855330" "543"
"1427" "855400" "543"
"1428" "855430" "543"
"1429" "855500" "530"
"1430" "855530" "530"
"1431" "855600" "530"
"1432" "855630" "300"
"1433" "864830" "543"
"1434" "864900" "543"
"1435" "864930" "543"
"1436" "865000" "543"
"1437" "865030" "543"
"1438" "865100" "543"
"1439" "865130" "543"
"1440" "865201" "543"
"1441" "865202" "543"
"1442" "865203" "543"
"1443" "865204" "543"
"1444" "865205" "543"
"1445" "865231" "543"
"1446" "865232" "543"
"1447" "865233" "543"
"1448" "865234" "543"
"1449" "865235" "543"
"1450" "865236" "543"
"1451" "865301" "543"
"1452" "865302" "543"
"1453" "865330" "543"
"1454" "865400" "543"
"1455" "865430" "543"
"1456" "865500" "530"
"1457" "865530" "530"
"1458" "865600" "530"
"1459" "874900" "543"
"1460" "874930" "543"
"1461" "875000" "543"
"1462" "875030" "543"
"1463" "875100" "543"
"1464" "875130" "543"
"1465" "875200" "543"
"1466" "875231" "543"
"1467" "875232" "543"
"1468" "875233" "543"
"1469" "875301" "543"
"1470" "875302" "543"
"1471" "875330" "543"
"1472" "875400" "543"
"1473" "875430" "543"
"1474" "875500" "530"
"1475" "875530" "530"
"1476" "884900" "543"
"1477" "884930" "543"
"1478" "885000" "543"
"1479" "885030" "543"
"1480" "885100" "543"
"1481" "885130" "543"
"1482" "885200" "543"
"1483" "885230" "543"
"1484" "885300" "543"
"1485" "885330" "543"
"1486" "885400" "543"
"1487" "885430" "543"
"1488" "894900" "543"
"1489" "894930" "543"
"1490" "895000" "543"
"1491" "895030" "543"
"1492" "895100" "543"
"1493" "895130" "543"
"1494" "895200" "543"
"1495" "895230" "543"
"1496" "895300" "543"
"1497" "895330" "543"
"1498" "895400" "543"
"1499" "904930" "543"
"1500" "905000" "543"
"1501" "905030" "543"
"1502" "905100" "543"
"1503" "905130" "543"
"1504" "905200" "543"
"1505" "905230" "543"
"1506" "905300" "543"
"1507" "915000" "543"
"1508" "915030" "543"
"1509" "915100" "543"
"1510" "915130" "543"
"1511" "915200" "543"
"1512" "915230" "543"
"1513" "925100" "543"
"1514" "925130" "543"
"1515" "010123" "659"
"1516" "010110" "659"
"1517" "010177" "659"
"1518" "010175" "659"
"1519" "010171" "659"
"1520" "010195" "659"
"1521" "010173" "659"
"1522" "010148" "659"
"1523" "010151" "659"
"1524" "010143" "659"
"1525" "010155" "659"
"1526" "010130" "659"
"1527" "010153" "659"
"1528" "010128" "659"
"1529" "010124" "659"
"1530" "010125" "659"
"1531" "010126" "659"
"1532" "010160" "659"
"1533" "010215" "659"
"1534" "010360" "659"
"1535" "010365" "659"
"1536" "010325" "659"
"1537" "010323" "659"
"1538" "010315" "659"
"1539" "010321" "659"
"1540" "010330" "659"
"1541" "010440" "650"
"1542" "010435" "650"
"1543" "010430" "650"
"1544" "010450" "650"
"1545" "010420" "650"
"1546" "010520" "659"
"1547" "010541" "659"
"1548" "010510" "659"
"1549" "010542" "659"
"1550" "010543" "659"
"1551" "010550" "659"
"1552" "010643" "659"
"1553" "010644" "659"
"1554" "010642" "659"
"1555" "010641" "659"
"1556" "010745" "659"
"1557" "010740" "659"
"1558" "010860" "659"
"1559" "010850" "659"
"1560" "010841" "659"
"1561" "010840" "659"
"1562" "010845" "659"
"1563" "010830" "659"
"1564" "010810" "659"
"1565" "010820" "659"
"1566" "010930" "659"
"1567" "010950" "659"
"1568" "010942" "659"
"1569" "010951" "659"
"1570" "010940" "659"
"1571" "010941" "659"
"1572" "010944" "659"
"1573" "010945" "659"
"1574" "010943" "659"
"1575" "010952" "659"
"1576" "010962" "659"
"1577" "010963" "659"
"1578" "011031" "659"
"1579" "011024" "659"
"1580" "011032" "659"
"1581" "011021" "659"
"1582" "011023" "659"
"1583" "011033" "659"
"1584" "011022" "659"
"1585" "011034" "659"
"1586" "011017" "659"
"1587" "011016" "659"
"1588" "011015" "659"
"1589" "011014" "659"
"1590" "011013" "659"
"1591" "011012" "659"
"1592" "011011" "659"
"1593" "011155" "659"
"1594" "011133" "659"
"1595" "011135" "659"
"1596" "011131" "659"
"1597" "011117" "659"
"1598" "011190" "659"
"1599" "011134" "659"
"1600" "011116" "659"
"1601" "011115" "659"
"1602" "011114" "659"
"1603" "011120" "659"
"1604" "011111" "659"
"1605" "011113" "659"
"1606" "011112" "659"
"1607" "011121" "659"
"1608" "011261" "659"
"1609" "011263" "659"
"1610" "011215" "659"
"1611" "011216" "659"
"1612" "011265" "659"
"1613" "011214" "659"
"1614" "011248" "659"
"1615" "011245" "659"
"1616" "011247" "659"
"1617" "011246" "659"
"1618" "011242" "659"
"1619" "011244" "659"
"1620" "011243" "659"
"1621" "011267" "659"
"1622" "011271" "659"
"1623" "011221" "659"
"1624" "011272" "659"
"1625" "011273" "659"
"1626" "011280" "659"
"1627" "011290" "659"
"1628" "011219" "659"
"1629" "011391" "650"
"1630" "011395" "650"
"1631" "011393" "650"
"1632" "011397" "650"
"1633" "011392" "650"
"1634" "011396" "650"
"1635" "011381" "650"
"1636" "011358" "659"
"1637" "011357" "659"
"1638" "011372" "650"
"1639" "011355" "659"
"1640" "011371" "650"
"1641" "011373" "650"
"1642" "011356" "659"
"1643" "011354" "659"
"1644" "011363" "650"
"1645" "011361" "650"
"1646" "011353" "659"
"1647" "011364" "650"
"1648" "011352" "659"
"1649" "011365" "650"
"1650" "011334" "650"
"1651" "011322" "650"
"1652" "011321" "650"
"1653" "011475" "659"
"1654" "011477" "659"
"1655" "011470" "659"
"1656" "011473" "659"
"1657" "011472" "659"
"1658" "011471" "659"
"1659" "011480" "659"
"1660" "011460" "659"
"1661" "011421" "659"
"1662" "011440" "659"
"1663" "011450" "659"
"1664" "011425" "659"
"1665" "011423" "659"
"1666" "011532" "659"
"1667" "011534" "659"
"1668" "011535" "659"
"1669" "011533" "659"
"1670" "011531" "659"
"1671" "011520" "659"
"1672" "011614" "650"
"1673" "011613" "650"
"1674" "011612" "650"
"1675" "011611" "650"
"1676" "018950" "640"
"1677" "018940" "640"
"1678" "019125" "640"
"1679" "019120" "640"
"1680" "018140" "640"
"1681" "018230" "650"
"1682" "018222" "650"
"1683" "018220" "650"
"1684" "018221" "650"
"1685" "018210" "650"
"1686" "018330" "650"
"1687" "018390" "650"
"1688" "018380" "650"
"1689" "018355" "650"
"1690" "018325" "640"
"1691" "018340" "640"
"1692" "018510" "640"
"1693" "018505" "640"
"1694" "019241" "640"
"1695" "019230" "640"
"1696" "019242" "640"
"1697" "019255" "640"
"1698" "019260" "640"
"1699" "018615" "640"
"1700" "011474" "659"
"1701" "011394" "650"
"1702" "010145" "659"
"1703" "010146" "659"
"1704" "010144" "659"
"1705" "010147" "659"
"1706" "010127" "659"
"1707" "010142" "659"
"1708" "010141" "659"
"1709" "010140" "659"
"1710" "011313" "650"
"1711" "011312" "650"
"1712" "019110" "640"
"1713" "019245" "640"
"1714" "011132" "659"
"1715" "011141" "659"
"1716" "011150" "659"
"1717" "011140" "659"
"1718" "011143" "659"
"1719" "011311" "650"
"1720" "010920" "659"
"1721" "010961" "659"
"1722" "010911" "659"
"1723" "010913" "659"
"1724" "011333" "650"
"1725" "011362" "650"
"1726" "011366" "650"
"1727" "011345" "650"
"1728" "011343" "650"
"1729" "011344" "650"
"1730" "011336" "650"
"1731" "011342" "650"
"1732" "011338" "650"
"1733" "010122" "659"
"1734" "011222" "659"
"1735" "011332" "650"
"1736" "010129" "659"
"1737" "010260" "659"
"1738" "010240" "659"
"1739" "010620" "659"
"1740" "010610" "659"
"1741" "010280" "659"
"1742" "010250" "659"
"1743" "010115" "659"
"1744" "010270" "659"
"1745" "018930" "650"
"1746" "018150" "640"
"1747" "018110" "650"
"1748" "018280" "650"
"1749" "018270" "650"
"1750" "018260" "650"
"1751" "018240" "650"
"1752" "018231" "650"
"1753" "018320" "650"
"1754" "018250" "650"
"1755" "018252" "650"
"1756" "018255" "650"
"1757" "018160" "650"
"1758" "010735" "659"
"1759" "010720" "659"
"1760" "010710" "659"
"1761" "010625" "659"
"1762" "010622" "659"
"1763" "010730" "659"
"1764" "010185" "659"
"1765" "010190" "659"
"1766" "010180" "659"
"1767" "010113" "659"
"1768" "010111" "659"
"1769" "010311" "659"
"1770" "010210" "659"
"1771" "010410" "650"
"1772" "010121" "659"
"1773" "011212" "659"
"1774" "011250" "659"
"1775" "011217" "659"
"1776" "011241" "659"
"1777" "011218" "659"
"1778" "011351" "659"
"1779" "011359" "659"
"1780" "011211" "659"
"1781" "011213" "659"
"1782" "011427" "659"
"1783" "011432" "659"
"1784" "011434" "659"
"1785" "011431" "659"
"1786" "011433" "659"
"1787" "018310" "650"
"1788" "018311" "650"
"1789" "011510" "659"
"1790" "011511" "659"
"1791" "010910" "659"
"1792" "011335" "650"
"1793" "010390" "659"
"1794" "010380" "659"
"1795" "010340" "659"
"1796" "010531" "659"
"1797" "010532" "659"
"1798" "019250" "640"
"1799" "010230" "659"
"1800" "010220" "659"
"1801" "011331" "650"
"1802" "011341" "650"
"1803" "010370" "659"
"1804" "010350" "659"
"1805" "010630" "659"
"1806" "010635" "659"
