"","strategy.permit","CHNK_earn.bySpec","CHUM_earn.bySpec","COHO_earn.bySpec","DCRB_earn.bySpec","KCRB_earn.bySpec","PCOD_earn.bySpec","PHLB_earn.bySpec","PINK_earn.bySpec","PLCK_earn.bySpec","POUND_earn.bySpec","SABL_earn.bySpec","SAC_earn.bySpec","SOCK_earn.bySpec","TCRB_earn.bySpec"
"1","A11B B06B D09A",NA,NA,NA,0.62995389636847,NA,NA,0.216405465555158,NA,NA,NA,NA,NA,NA,NA
"2","A11B B06B L21A Q11B",NA,NA,NA,NA,NA,NA,0.297672922502501,NA,NA,NA,NA,0.15554813355768,NA,NA
"3","A11B B06B Q11B",NA,NA,NA,NA,NA,NA,0.158837537821302,NA,NA,NA,NA,NA,NA,NA
"4","A11B B61B",NA,NA,NA,NA,NA,NA,0.793677978454431,NA,NA,NA,NA,NA,NA,NA
"5","A11B B61B Q11B",NA,NA,NA,NA,NA,NA,0.269047130461692,NA,NA,NA,NA,NA,NA,NA
"6","A11B L21A L21C Q11B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707168476665688,NA,NA
"7","A11B L21A Q11B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280271984129528,NA,NA
"8","A11B L21C Q11B S15B",NA,NA,0.400356584491615,NA,NA,NA,NA,NA,NA,NA,NA,0.125560945861069,NA,NA
"9","A11B Q11B S05B",NA,NA,0.534836350280766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","A11B Q11B S15B",0.164582224708574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","A11B S03E",NA,NA,0.106698815649409,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.701857684845692,NA
"12","A11B S05B",0.232225893887147,NA,0.552503384219066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","A11B S15B",NA,NA,0.823551069733478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","A12B B06B",NA,NA,NA,NA,NA,NA,0.448559249212057,NA,NA,NA,NA,NA,NA,NA
"15","A12B B06B M05B",NA,NA,NA,NA,NA,NA,0.516511040062789,NA,NA,NA,NA,NA,NA,NA
"16","A12B B06B R23B Z12B Z99B",NA,NA,NA,NA,NA,NA,0.107558469415096,NA,NA,NA,NA,NA,NA,NA
"17","A12B B06B S05B",0.114605970627536,NA,0.310822780142727,NA,NA,NA,0.296232321318343,NA,NA,NA,NA,NA,NA,NA
"18","A12B B06B S15B",0.107144567131123,NA,0.392450112962711,NA,NA,NA,0.208284713777614,NA,NA,NA,NA,NA,NA,NA
"19","A12B B06B S15B Z12B",0.179301113843272,NA,0.285805970592152,NA,NA,NA,0.195975003143028,NA,NA,NA,NA,NA,NA,NA
"20","A12B B06B Y06A",NA,NA,NA,NA,NA,NA,0.150562126630681,NA,NA,NA,NA,NA,NA,NA
"21","A12B B06B Z12B",NA,NA,NA,NA,NA,NA,0.122123483515159,NA,NA,NA,NA,NA,NA,NA
"22","A12B B61B",NA,NA,NA,NA,NA,NA,0.592969588308569,NA,NA,NA,NA,NA,NA,NA
"23","A12B B61B C61A",NA,NA,NA,NA,NA,NA,0.252715746225401,NA,NA,NA,0.538769834913411,NA,NA,NA
"24","A12B B61B C61B",NA,NA,NA,NA,NA,NA,0.466629645342614,NA,NA,NA,0.182071660077889,NA,NA,NA
"25","A12B B61B C61B M61B",NA,NA,NA,NA,NA,NA,0.373672599315042,NA,NA,NA,0.210381938729927,NA,NA,NA
"26","A12B B61B C61B S15B",0.264507385112157,NA,0.149842125308184,NA,NA,NA,0.23482584266572,NA,NA,NA,0.123522503791744,NA,NA,NA
"27","A12B B61B D09A",NA,NA,NA,0.555159337239385,NA,NA,0.27350339633005,NA,NA,NA,NA,NA,NA,NA
"28","A12B B61B D09B",NA,NA,NA,0.429329120257819,NA,NA,0.340116373773828,NA,NA,NA,NA,NA,NA,NA
"29","A12B B61B M61B S05B",NA,NA,0.126519527551446,NA,NA,NA,0.153746941562506,NA,NA,NA,NA,NA,NA,NA
"30","A12B B61B R23B S15B Z12B",0.121051651865065,NA,0.154159546530297,NA,NA,NA,0.141822862706944,NA,NA,NA,NA,NA,NA,NA
"31","A12B B61B S05B",0.236938029071655,0.100026754964964,0.337071596493648,NA,NA,NA,0.103388236318932,NA,NA,NA,NA,NA,NA,NA
"32","A12B B61B S05B Z12B",NA,NA,0.470724611662772,NA,NA,NA,0.212764360678317,NA,NA,NA,NA,NA,NA,NA
"33","A12B B61B S15B",0.249922257985039,NA,0.295040509305064,NA,NA,NA,0.211515086608054,NA,NA,NA,NA,NA,NA,NA
"34","A12B B61B S15B U12B",NA,NA,0.432270627730165,NA,NA,NA,0.159870046083494,NA,NA,NA,NA,NA,NA,NA
"35","A12B B61B S15B Z12B",NA,NA,0.29422458182186,NA,NA,NA,0.101789251080592,NA,NA,NA,NA,NA,NA,NA
"36","A12B B61B Y61A",NA,NA,NA,NA,NA,NA,0.336920855086922,NA,NA,NA,NA,NA,NA,NA
"37","A12B B61B Y61A Z12B",NA,NA,NA,NA,NA,NA,0.199685823248899,NA,NA,NA,NA,NA,NA,NA
"38","A12B B61B Z12B",NA,NA,NA,NA,NA,NA,0.154001078986237,NA,NA,NA,NA,NA,NA,NA
"39","A12B C61A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.710040528776584,NA,NA,NA
"40","A12B D09A",NA,NA,NA,0.479745005727265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","A12B D09A Z12B",NA,NA,NA,0.541222264891022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","A12B D09B",NA,NA,NA,0.645422505794302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","A12B D09B Z12B",NA,NA,NA,0.27388362189616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","A12B L12E Z12B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134460315948259,NA,NA,NA,NA
"45","A12B L21A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195044619767039,NA,NA
"46","A12B L21A Z12B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424786806721567,NA,NA
"47","A12B L21E Z12B",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.320023611755281,NA,NA,NA,NA
"48","A12B S03E",NA,NA,NA,NA,NA,NA,NA,0.102055540503563,NA,NA,NA,NA,0.613760914836153,NA
"49","A12B S05B",0.212036088055402,NA,0.391782176501413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","A12B S05B U12B",0.167027553645924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","A12B S15B",0.214747728282603,NA,0.487970863758851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","A12B S15B Z12B",0.158630833332289,NA,0.418285822623152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","B05B",NA,NA,NA,NA,NA,NA,0.998199805533177,NA,NA,NA,NA,NA,NA,NA
"54","B05B B06B",NA,NA,NA,NA,NA,NA,0.998436049520964,NA,NA,NA,NA,NA,NA,NA
"55","B05B B06B G34N",NA,NA,NA,NA,NA,NA,0.577218093144729,NA,NA,NA,NA,0.422781906855271,NA,NA
"56","B05B B06B G34U",NA,NA,NA,NA,NA,NA,0.522768406350303,NA,NA,NA,NA,0.464813724250842,NA,NA
"57","B05B B06B G34V",NA,NA,NA,NA,NA,NA,0.574801966317838,NA,NA,NA,NA,0.42276886392717,NA,NA
"58","B05B B06B M05B",NA,NA,NA,NA,NA,NA,0.847923446690353,NA,NA,NA,NA,NA,NA,NA
"59","B05B B06B S04D",NA,NA,0.208636801571759,NA,NA,NA,0.25583994005151,NA,NA,NA,NA,NA,0.522733827446585,NA
"60","B05B B06B S05B",0.262735378052212,NA,NA,NA,NA,NA,0.658262281082596,NA,NA,NA,NA,NA,NA,NA
"61","B05B B26B",NA,NA,NA,NA,NA,NA,0.980637995133257,NA,NA,NA,NA,NA,NA,NA
"62","B05B B61B",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"63","B05B B61B D09A",NA,NA,NA,0.524761675044814,NA,NA,0.44912262428804,NA,NA,NA,NA,NA,NA,NA
"64","B05B C06B M06B M26B",NA,NA,NA,NA,NA,0.371546596901911,0.149342776582184,NA,NA,NA,0.237149414618175,NA,NA,NA
"65","B05B C61A",NA,NA,NA,NA,NA,NA,0.318853995803396,NA,NA,NA,0.636782281172442,NA,NA,NA
"66","B05B D09A P09B",NA,NA,NA,0.302493093615951,NA,NA,0.348724379171583,NA,NA,NA,NA,NA,NA,NA
"67","B05B D09B",NA,NA,NA,0.620688330393671,NA,NA,0.377238181295576,NA,NA,NA,NA,NA,NA,NA
"68","B05B G34A S03A",NA,0.167242226132306,0.108042783129275,NA,NA,NA,0.101970161109176,NA,NA,NA,NA,0.316885720401194,0.287916323494464,NA
"69","B05B G34N",NA,NA,NA,NA,NA,NA,0.315550294919266,NA,NA,NA,NA,0.672348511763961,NA,NA
"70","B05B G34T S03T",NA,NA,0.117480843531875,NA,NA,NA,0.587288884599859,NA,NA,NA,NA,0.281531528880928,NA,NA
"71","B05B G34U",NA,NA,NA,NA,NA,NA,0.492065617345696,NA,NA,NA,NA,0.486939280816625,NA,NA
"72","B05B G34V",NA,NA,NA,NA,NA,NA,0.61342370357274,NA,NA,NA,NA,0.368484862775621,NA,NA
"73","B05B G34W",NA,NA,NA,NA,NA,NA,0.30708879103326,NA,NA,NA,NA,0.69291120896674,NA,NA
"74","B05B G34Z",NA,NA,NA,NA,NA,NA,0.256767549011108,NA,NA,NA,NA,0.743232450988891,NA,NA
"75","B05B I05B",NA,NA,NA,NA,NA,NA,0.431881503095144,NA,NA,NA,NA,NA,NA,NA
"76","B05B M05B",NA,NA,NA,NA,NA,NA,0.419321497011408,NA,NA,NA,NA,NA,NA,NA
"77","B05B M05B Y05A",NA,NA,NA,NA,NA,NA,0.148087811045588,NA,NA,NA,NA,NA,NA,NA
"78","B05B M06B",NA,NA,NA,NA,NA,0.285566189605828,0.70855406317759,NA,NA,NA,NA,NA,NA,NA
"79","B05B M06B S04H",NA,NA,NA,NA,NA,0.409523511270077,0.372352463987367,NA,NA,NA,NA,NA,0.189048931650827,NA
"80","B05B M61B",NA,NA,NA,NA,NA,NA,0.590634289951751,NA,NA,NA,0.140846346924324,NA,NA,NA
"81","B05B P09B",NA,NA,NA,NA,NA,NA,0.178448318660779,NA,NA,NA,NA,NA,NA,NA
"82","B05B P09B S05B",NA,NA,0.2132214613875,NA,NA,NA,0.444751917815234,NA,NA,NA,NA,NA,NA,NA
"83","B05B P09E",NA,NA,NA,NA,NA,NA,0.275237791453582,NA,NA,NA,NA,NA,NA,NA
"84","B05B Q11A",NA,NA,NA,NA,NA,NA,0.503231217311209,NA,NA,NA,NA,NA,NA,NA
"85","B05B Q11B",NA,NA,NA,NA,NA,NA,0.223964337491837,NA,NA,NA,NA,NA,NA,NA
"86","B05B S01M",NA,NA,NA,NA,NA,NA,0.604225004836894,NA,NA,NA,NA,NA,0.331611767174894,NA
"87","B05B S03H",NA,NA,NA,NA,NA,NA,0.13895992059438,NA,NA,NA,NA,NA,0.778894867609315,NA
"88","B05B S04H",NA,NA,NA,NA,NA,NA,0.251608513890487,NA,NA,NA,NA,NA,0.65882085958066,NA
"89","B05B S04W",0.112842475790574,0.198715070416929,0.232909025979376,NA,NA,NA,0.181076794653279,NA,NA,NA,NA,NA,0.274456633159842,NA
"90","B05B S04Y",0.521606252736772,0.297598838708903,NA,NA,NA,NA,0.146514027268747,NA,NA,NA,NA,NA,NA,NA
"91","B05B S05B",0.251903639656578,NA,0.358448452987576,NA,NA,NA,0.349626271836209,NA,NA,NA,NA,NA,NA,NA
"92","B05B S05B S15B",0.621286602708513,NA,NA,NA,NA,NA,0.351503667712629,NA,NA,NA,NA,NA,NA,NA
"93","B05B S15B",0.290041579308385,NA,0.365326085004499,NA,NA,NA,0.144936166409948,0.152324467305512,NA,NA,NA,NA,NA,NA
"94","B05B Y05A",NA,NA,NA,NA,NA,NA,0.176907867047109,NA,NA,NA,NA,NA,NA,NA
"95","B05B Z12B",NA,NA,NA,NA,NA,NA,0.234876805038139,NA,NA,NA,NA,NA,NA,NA
"96","B06B",NA,NA,NA,NA,NA,NA,0.994677191666113,NA,NA,NA,NA,NA,NA,NA
"97","B06B B26B",NA,NA,NA,NA,NA,NA,0.99612524183399,NA,NA,NA,NA,NA,NA,NA
"98","B06B B26B C06B M26B",NA,NA,NA,NA,NA,0.405169442728232,0.351046749633291,NA,NA,NA,0.243617790330648,NA,NA,NA
"99","B06B B26B G34N",NA,NA,NA,NA,NA,NA,0.407936986111173,NA,NA,NA,NA,0.592063013888827,NA,NA
"100","B06B B26B G34N G34U",NA,NA,NA,NA,NA,NA,0.372146646190923,NA,NA,NA,NA,0.627853353809077,NA,NA
"101","B06B B26B H34M",NA,NA,NA,NA,NA,NA,0.713581367598641,NA,NA,NA,NA,NA,NA,NA
"102","B06B B26B M06B M26B",NA,NA,NA,NA,NA,0.429750154235357,0.565785676955767,NA,NA,NA,NA,NA,NA,NA
"103","B06B B26B M06B S03H",NA,NA,NA,NA,NA,0.277147909201545,0.531338100100482,NA,NA,NA,NA,NA,0.175711796905985,NA
"104","B06B B26B M26B",NA,NA,NA,NA,NA,0.279485125659127,0.635136280773009,NA,NA,NA,NA,NA,NA,NA
"105","B06B B26B M26B S03H",NA,NA,NA,NA,NA,0.299867426128455,0.479631780632812,NA,NA,NA,NA,NA,0.215556069093488,NA
"106","B06B B26B M26G",NA,NA,NA,NA,NA,0.176793769665094,0.823206230334906,NA,NA,NA,NA,NA,NA,NA
"107","B06B B26B S04K",NA,NA,NA,NA,NA,NA,0.290415263831037,NA,NA,NA,NA,NA,0.638268743869016,NA
"108","B06B B26B S05B",0.698000398591643,NA,NA,NA,NA,NA,0.269178532149369,NA,NA,NA,NA,NA,NA,NA
"109","B06B B61B",NA,NA,NA,NA,NA,NA,0.99829394372719,NA,NA,NA,NA,NA,NA,NA
"110","B06B B61B C06B",NA,NA,NA,NA,NA,NA,0.600225895299575,NA,NA,NA,0.395058171308601,NA,NA,NA
"111","B06B B61B C61B",NA,NA,NA,NA,NA,NA,0.724927560303582,NA,NA,NA,0.273503313394242,NA,NA,NA
"112","B06B B61B M09B",NA,NA,NA,NA,NA,0.284814705080026,0.714831725027091,NA,NA,NA,NA,NA,NA,NA
"113","B06B B61B S03T",NA,NA,NA,NA,NA,NA,0.888555167026544,NA,NA,NA,NA,NA,0.111351918143109,NA
"114","B06B B61B S05B",0.362714567077329,NA,0.184814968837875,NA,NA,NA,0.442980439855307,NA,NA,NA,NA,NA,NA,NA
"115","B06B C06A C06B",NA,NA,NA,NA,NA,NA,0.384916530431886,NA,NA,NA,0.606076898703611,NA,NA,NA
"116","B06B C06A C06B D09B",NA,NA,NA,0.500243867155772,NA,NA,0.203402018711302,NA,NA,NA,0.296354114132926,NA,NA,NA
"117","B06B C06A C06B S15B",0.226630633452178,NA,0.173134073922491,NA,NA,NA,0.264572139827277,NA,NA,NA,0.324988536393326,NA,NA,NA
"118","B06B C06A D09B",NA,NA,NA,0.222584936060348,NA,NA,0.414812163102853,NA,NA,NA,0.362201836194545,NA,NA,NA
"119","B06B C06A D09B K49A",NA,NA,NA,0.152160898231418,NA,NA,0.487512653727182,NA,NA,NA,0.133749151384884,NA,NA,0.226577296656517
"120","B06B C06A M06B",NA,NA,NA,NA,NA,NA,0.513447706687599,NA,NA,NA,0.339331741180531,NA,NA,NA
"121","B06B C06A M06B S05B",NA,NA,0.2855310299253,NA,NA,NA,0.179936745901657,NA,NA,NA,0.294010440849464,NA,NA,NA
"122","B06B C06A S15B",0.212701763081794,NA,0.322558944592107,NA,NA,NA,0.31172468653307,NA,NA,NA,0.146132650915931,NA,NA,NA
"123","B06B C06B",NA,NA,NA,NA,NA,NA,0.534505306965007,NA,NA,NA,0.457370741869204,NA,NA,NA
"124","B06B C06B C09B",NA,NA,NA,NA,NA,NA,0.562170982292118,NA,NA,NA,0.424804002539673,NA,NA,NA
"125","B06B C06B C5BE",NA,NA,NA,NA,NA,NA,0.211998731086749,NA,NA,NA,0.772797182835312,NA,NA,NA
"126","B06B C06B C5BE S03E",NA,0.146573347383351,NA,NA,NA,NA,0.34525586785813,NA,NA,NA,0.256264399055745,NA,0.223394755132054,NA
"127","B06B C06B C5BE S03M",NA,NA,NA,NA,NA,NA,0.415784041374274,NA,NA,NA,0.284007997006056,NA,0.281838726660487,NA
"128","B06B C06B C5CE",NA,NA,NA,NA,NA,NA,0.489171794021675,NA,NA,NA,0.497025255646527,NA,NA,NA
"129","B06B C06B C5CE M06B",NA,NA,NA,NA,NA,0.277273124238246,0.235134241628811,NA,NA,NA,0.473928546582037,NA,NA,NA
"130","B06B C06B C5CE M06G",NA,NA,NA,NA,NA,0.110356184927125,0.346782908224154,NA,NA,NA,0.518220677493572,NA,NA,NA
"131","B06B C06B C5CE S03E",NA,NA,NA,NA,NA,NA,0.211462993097273,NA,NA,NA,0.303505566629235,NA,0.447893570361043,NA
"132","B06B C06B C5DE S03E",NA,NA,NA,NA,NA,NA,0.335233931115414,NA,NA,NA,0.432116978281924,NA,NA,NA
"133","B06B C06B C61A",NA,NA,NA,NA,NA,NA,0.358032123559179,NA,NA,NA,0.629386018365499,NA,NA,NA
"134","B06B C06B C61A C61B",NA,NA,NA,NA,NA,NA,0.391162306036453,NA,NA,NA,0.607343042246029,NA,NA,NA
"135","B06B C06B C61A C61B M04B",NA,NA,NA,NA,NA,0.265875432618721,0.261837770402674,NA,NA,NA,0.471747792652394,NA,NA,NA
"136","B06B C06B C61A C61C",NA,NA,NA,NA,NA,NA,0.222422413406811,NA,NA,NA,0.76320575272384,NA,NA,NA
"137","B06B C06B C61A D09A K69A",NA,NA,NA,0.133544358173633,NA,NA,0.214961420687189,NA,NA,NA,0.436767463852942,NA,NA,0.161765718186178
"138","B06B C06B C61A G34A",NA,NA,NA,NA,NA,NA,0.424898906376921,NA,NA,NA,0.446611326326784,0.117683716951454,NA,NA
"139","B06B C06B C61A K19A T19A",NA,NA,NA,NA,0.167784984093328,NA,0.363869845275867,NA,NA,NA,0.299873533220127,NA,NA,0.165531090354641
"140","B06B C06B C61A K49A",NA,NA,NA,NA,NA,NA,0.409608533248969,NA,NA,NA,0.414740475793357,NA,NA,0.140207235239181
"141","B06B C06B C61A K49A S01A",NA,0.174588876003947,NA,NA,NA,NA,0.215154061572823,NA,NA,NA,0.414823426500315,NA,NA,0.169836927449355
"142","B06B C06B C61A K69A",NA,NA,NA,NA,NA,NA,0.263251170591469,NA,NA,NA,0.554331460339494,NA,NA,0.125586426341019
"143","B06B C06B C61A K69A S01A",NA,0.107037439350665,NA,NA,NA,NA,0.180674290697791,0.215226067345698,NA,NA,0.313505133322028,NA,NA,NA
"144","B06B C06B C61A L21A",NA,NA,NA,NA,NA,NA,0.224933813125415,NA,NA,NA,0.591836843858848,0.170562217425557,NA,NA
"145","B06B C06B C61A P17A",NA,NA,NA,NA,NA,NA,0.40900740672366,NA,NA,NA,0.478206166857734,NA,NA,NA
"146","B06B C06B C61A S01A",NA,0.153840926024633,NA,NA,NA,NA,0.259887234226541,0.156155255407873,NA,NA,0.404666832102566,NA,NA,NA
"147","B06B C06B C61A S01A S15B",NA,0.201044864300482,NA,NA,NA,NA,0.198846680534753,0.188925893038012,NA,NA,0.279415802729361,NA,NA,NA
"148","B06B C06B C61A S03A",NA,0.287991156687999,NA,NA,NA,NA,0.203520730267259,NA,NA,NA,0.44134498943889,NA,NA,NA
"149","B06B C06B C61A S03T",NA,NA,NA,NA,NA,NA,0.473379462337544,NA,NA,NA,0.294948224131796,NA,0.230609343986888,NA
"150","B06B C06B C61A S15B",0.104416611465734,NA,NA,NA,NA,NA,0.28555486672187,NA,NA,NA,0.496009017867646,NA,NA,NA
"151","B06B C06B C61A S15B T19A",0.129385517466193,NA,0.10257271502962,NA,NA,NA,0.249569717631826,NA,NA,NA,0.359436957717116,NA,NA,0.147666073053145
"152","B06B C06B C61A T19A",NA,NA,NA,NA,NA,NA,0.453290303886861,NA,NA,NA,0.389859751879863,NA,NA,0.150237949890223
"153","B06B C06B C61A TB9BK",NA,NA,NA,NA,NA,NA,0.255630616613853,NA,NA,NA,0.454808102209817,NA,NA,0.279078041783496
"154","B06B C06B C61A Y06A",NA,NA,NA,NA,NA,NA,0.167326398780137,NA,NA,NA,0.649214767638367,NA,NA,NA
"155","B06B C06B C61B M06B",NA,NA,NA,NA,NA,0.126333526107411,0.328018654011328,NA,NA,NA,0.523749183627427,NA,NA,NA
"156","B06B C06B C61C",NA,NA,NA,NA,NA,NA,0.334133767360199,NA,NA,NA,0.653165597984991,NA,NA,NA
"157","B06B C06B C61C K59A",NA,NA,NA,NA,0.266632373567926,NA,0.288029935819849,NA,NA,NA,0.434520738963234,NA,NA,NA
"158","B06B C06B C61C S01A",NA,0.105487201876097,NA,NA,NA,NA,0.260652744269092,0.245683275950819,NA,NA,0.331452012355223,NA,NA,NA
"159","B06B C06B C61C Y06A",NA,NA,NA,NA,NA,NA,0.256265866530583,NA,NA,NA,0.562801166518214,NA,NA,NA
"160","B06B C06B C91B M06B",NA,NA,NA,NA,NA,0.174692501761482,0.595592310517819,NA,NA,NA,0.2292214475307,NA,NA,NA
"161","B06B C06B D09A",NA,NA,NA,0.3843283829828,NA,NA,0.336140320037585,NA,NA,NA,0.279531296979615,NA,NA,NA
"162","B06B C06B D09B",NA,NA,NA,0.573964869576368,NA,NA,0.250612101525523,NA,NA,NA,0.175423028898109,NA,NA,NA
"163","B06B C06B D09J",NA,NA,NA,0.453440326202025,NA,NA,0.357848641354569,NA,NA,NA,0.186043522486984,NA,NA,NA
"164","B06B C06B D91J M06B",NA,NA,NA,0.182902367542517,NA,0.174498339018186,0.508447802508912,NA,NA,NA,0.127467639989244,NA,NA,NA
"165","B06B C06B D9AA",NA,NA,NA,0.243911499050543,NA,NA,0.20314407708949,NA,NA,NA,0.542685298178108,NA,NA,NA
"166","B06B C06B D9AA K49A",NA,NA,NA,0.260510912192624,NA,NA,0.272151860606648,NA,NA,NA,0.14250665456022,NA,NA,0.321985658754248
"167","B06B C06B D9AA K49A S03A",NA,NA,NA,0.268146654156451,NA,NA,0.178937637530909,NA,NA,NA,0.122094112555059,NA,NA,0.293147637467259
"168","B06B C06B D9AA S01A",NA,0.124072289303365,NA,0.200500214903309,NA,NA,0.240698658648269,0.261841459380398,NA,NA,0.12543608360367,NA,NA,NA
"169","B06B C06B D9AA S15B",NA,NA,NA,0.521644215622794,NA,NA,0.187288890544935,NA,NA,NA,0.184269985890233,NA,NA,NA
"170","B06B C06B D9BA S01A",NA,NA,NA,0.185135631649901,NA,NA,0.159385849669555,0.377094423562663,NA,NA,0.134039417230339,NA,NA,NA
"171","B06B C06B D9CA",NA,NA,NA,0.191200810169112,NA,NA,0.4777880418144,NA,NA,NA,0.324566739617354,NA,NA,NA
"172","B06B C06B D9CA P91A",NA,NA,NA,0.270256051614722,NA,NA,0.438961101598862,NA,NA,NA,0.161179616679171,NA,NA,NA
"173","B06B C06B D9CA S03A",NA,0.105738721781676,NA,0.331108703469178,NA,NA,0.255597336067599,NA,NA,NA,0.11928247860688,NA,0.116707713018879,NA
"174","B06B C06B D9DA",NA,NA,NA,0.228546052027114,NA,NA,0.330878598938732,NA,NA,NA,0.427956848708246,NA,NA,NA
"175","B06B C06B G01A",NA,NA,NA,NA,NA,NA,0.344451528985459,NA,NA,NA,0.385375627579837,0.26506892361365,NA,NA
"176","B06B C06B G01A K49A",NA,NA,NA,NA,NA,NA,0.51769410136576,NA,NA,NA,0.115231973293242,0.251964629294618,NA,0.110610038597943
"177","B06B C06B G01A K69A S01A",NA,0.18307034971057,NA,NA,NA,NA,0.293117577163347,NA,NA,NA,0.160059634549812,0.108140839030001,NA,NA
"178","B06B C06B G01A S01A",NA,0.106956070531572,NA,NA,NA,NA,0.283160378743349,0.167659971930001,NA,NA,0.18581836671401,0.22085965436912,NA,NA
"179","B06B C06B G01T",NA,NA,NA,NA,NA,NA,0.233214336200153,NA,NA,NA,0.388013643573699,0.361822425149089,NA,NA
"180","B06B C06B G01T S01A",NA,NA,NA,NA,NA,NA,0.219972678000381,NA,NA,NA,0.283935768435243,0.293859249066928,NA,NA
"181","B06B C06B G01T S01M",NA,NA,NA,NA,NA,NA,0.275777451969448,NA,NA,NA,0.170327445780211,0.115945222638662,0.297515548318663,NA
"182","B06B C06B G34A K29A",NA,NA,NA,NA,0.257190410220056,NA,0.141397740400856,NA,NA,NA,0.371446533590138,0.224003385808755,NA,NA
"183","B06B C06B G34A S15B",NA,NA,NA,NA,NA,NA,0.446122122876702,NA,NA,NA,0.241553563336206,0.14530631394346,NA,NA
"184","B06B C06B H01A",NA,NA,NA,NA,NA,NA,0.494094286352437,NA,NA,NA,0.389548104993472,NA,NA,NA
"185","B06B C06B H01A S01A T19A",NA,NA,NA,NA,NA,NA,0.183724359937932,0.269884048103524,NA,NA,0.151658778495818,NA,NA,0.126982352061287
"186","B06B C06B I25B P09A S15B",0.135522544578989,NA,0.189896573539906,NA,NA,NA,0.110345812900829,NA,NA,NA,0.277641818363633,NA,NA,NA
"187","B06B C06B I25B P91A S15B",0.160102908043095,NA,0.210019939579555,NA,NA,NA,0.111896691811447,NA,NA,NA,0.211415423721854,NA,NA,NA
"188","B06B C06B I25B S15B",0.252576817073873,NA,0.235822455128154,NA,NA,NA,0.147507662677751,NA,NA,NA,0.163651104290759,NA,NA,NA
"189","B06B C06B I25B S15B Y06A",0.100126075127691,NA,NA,NA,NA,NA,0.241735818306431,NA,NA,NA,0.122917332022212,NA,NA,NA
"190","B06B C06B I26B S15B",0.127623800412232,NA,0.205158921455049,NA,NA,NA,0.191281897483732,NA,NA,NA,0.268860461495789,NA,NA,NA
"191","B06B C06B J11A Q11A",NA,NA,NA,NA,NA,NA,0.300572371010582,NA,NA,NA,0.292038871222759,NA,NA,NA
"192","B06B C06B J11A Q11A S15B",0.174538562863496,NA,0.115598779661386,NA,NA,NA,0.161199443989342,NA,NA,NA,0.116008099303558,NA,NA,NA
"193","B06B C06B J11A Q11A S15B Y06A",0.203158356732883,NA,NA,NA,NA,NA,0.134125252934411,NA,NA,NA,0.123293208004249,NA,NA,NA
"194","B06B C06B J11A S03T",NA,NA,NA,NA,NA,NA,0.340623907418006,NA,NA,NA,0.132870991943002,NA,0.353128792975969,NA
"195","B06B C06B J11A S15B",NA,NA,0.162312560539376,NA,NA,NA,0.230497105388487,NA,NA,NA,0.128782394285239,NA,NA,NA
"196","B06B C06B K09T M09B",NA,NA,NA,NA,0.224531108379568,0.281244565181174,0.360568372136527,NA,NA,NA,0.133406956422629,NA,NA,NA
"197","B06B C06B K09T M09B TB9BK",NA,NA,NA,NA,0.148816058767073,0.170726561448662,0.278501537940189,NA,NA,NA,0.254096443224309,NA,NA,0.146475032453605
"198","B06B C06B K29A S01A",NA,0.139934621065419,NA,NA,0.166718744563646,NA,0.105024935471396,0.250863669637752,NA,NA,0.277584412536324,NA,NA,NA
"199","B06B C06B K29A S03T",NA,NA,NA,NA,0.348941025035344,NA,0.175685577483312,NA,NA,NA,0.165603456542797,NA,0.305851260721073,NA
"200","B06B C06B K39A S01A",NA,NA,NA,NA,0.120778891364371,NA,0.256404630606289,0.295654641051015,NA,NA,0.201262181914471,NA,NA,NA
"201","B06B C06B K49A",NA,NA,NA,NA,NA,NA,0.377298973811157,NA,NA,NA,0.423321840782237,NA,NA,0.160400350749396
