"","strategy.permit","CHNK_earn.bySpec","CHUM_earn.bySpec","COHO_earn.bySpec","DCRB_earn.bySpec","KCRB_earn.bySpec","PCOD_earn.bySpec","PHLB_earn.bySpec","PINK_earn.bySpec","PLCK_earn.bySpec","POUND_earn.bySpec","SABL_earn.bySpec","SAC_earn.bySpec","SOCK_earn.bySpec","TCRB_earn.bySpec"
"1947","B61B K91T T91Q",NA,NA,NA,NA,0.311761034320754,NA,0.271771715957534,NA,NA,NA,NA,NA,NA,0.41552012749934
"1948","B61B K91T T91Q T91QD",NA,NA,NA,NA,0.271889118480095,NA,0.163959680177152,NA,NA,NA,NA,NA,NA,0.564151201342753
"1949","B61B K91T T91Q T91QF",NA,NA,NA,NA,0.303287848430156,NA,0.215033861955259,NA,NA,NA,NA,NA,NA,0.480646540485281
"1950","B61B K91T T91QF",NA,NA,NA,NA,0.182385509189116,NA,0.446075850777621,NA,NA,NA,NA,NA,NA,0.371538640033263
"1951","B61B K91T TB9AK",NA,NA,NA,NA,0.296490859947758,NA,0.59089867130595,NA,NA,NA,NA,NA,NA,0.109044590163713
"1952","B61B K91TF M91B T91QF",NA,NA,NA,NA,0.354780449426404,0.181826161876998,0.335867677576018,NA,NA,NA,NA,NA,NA,0.123573399447454
"1953","B61B K91Z",NA,NA,NA,NA,0.369892742842617,NA,0.630107257157383,NA,NA,NA,NA,NA,NA,NA
"1954","B61B K91Z T91Q",NA,NA,NA,NA,0.129935501600888,NA,0.278442249399332,NA,NA,NA,NA,NA,NA,0.59162224899978
"1955","B61B L12E",NA,NA,NA,NA,NA,NA,0.644714819218625,NA,NA,0.354327838082908,NA,NA,NA,NA
"1956","B61B L12E L21E",NA,NA,NA,NA,NA,NA,0.374608031027678,NA,NA,0.625391968972322,NA,NA,NA,NA
"1957","B61B L12E M61B",NA,NA,NA,NA,NA,0.149080988063169,0.522325032627232,NA,NA,0.323085099510582,NA,NA,NA,NA
"1958","B61B L12E P09E",NA,NA,NA,NA,NA,NA,0.400012467647055,NA,NA,0.209279046320905,NA,NA,NA,NA
"1959","B61B L12E U12B",NA,NA,NA,NA,NA,NA,0.394116710736694,NA,NA,0.221440602868472,NA,NA,NA,NA
"1960","B61B L12E Z12B",NA,NA,NA,NA,NA,NA,0.15115689175923,NA,NA,0.436761564063973,NA,NA,NA,NA
"1961","B61B L12T",NA,NA,NA,NA,NA,NA,0.220009212803281,NA,NA,0.779990787196719,NA,NA,NA,NA
"1962","B61B L21A",NA,NA,NA,NA,NA,NA,0.506387168015285,NA,NA,NA,NA,0.479328970698825,NA,NA
"1963","B61B L21A L21C",NA,NA,NA,NA,NA,NA,0.419214525593636,NA,NA,NA,NA,0.579562865073063,NA,NA
"1964","B61B L21A L21C S05B",NA,NA,NA,NA,NA,NA,0.157382129042334,NA,NA,NA,NA,0.735980314789068,NA,NA
"1965","B61B L21A L21C S15B",0.250781768975321,NA,NA,NA,NA,NA,0.27152556989351,NA,NA,NA,NA,0.460940393402756,NA,NA
"1966","B61B L21A P09B",NA,NA,NA,NA,NA,NA,0.435990491619284,NA,NA,NA,NA,0.144372796289826,NA,NA
"1967","B61B L21A P91A S03A",NA,0.114880354752564,NA,NA,NA,NA,0.249613851354769,NA,NA,NA,NA,0.260587744800292,0.143623413224548,NA
"1968","B61B L21A Q11B Y61A",NA,NA,NA,NA,NA,NA,0.372374497369613,NA,NA,NA,NA,0.232801753411957,NA,NA
"1969","B61B L21A S01A",NA,NA,NA,NA,NA,NA,0.142694095512147,0.497953992349327,NA,NA,NA,0.124636775508426,0.121443255150782,NA
"1970","B61B L21A S03A",NA,0.174766755915281,NA,NA,NA,NA,0.348727688205307,NA,NA,NA,NA,0.189481888025113,0.191435828868716,NA
"1971","B61B L21A S05B",NA,NA,0.266258242897002,NA,NA,NA,0.115635294954139,NA,NA,NA,NA,0.555407748890483,NA,NA
"1972","B61B L21A S15B",0.11891260304275,NA,0.32720885761538,NA,NA,NA,0.32122831655259,NA,NA,NA,NA,0.202394465481613,NA,NA
"1973","B61B L21C",NA,NA,NA,NA,NA,NA,0.64124614842771,NA,NA,NA,NA,0.356875628123481,NA,NA
"1974","B61B L21C P09A S15B",NA,NA,0.232352583167669,NA,NA,NA,0.172518418969549,NA,NA,NA,NA,0.267804466762806,NA,NA
"1975","B61B L21C P09B",NA,NA,NA,NA,NA,NA,0.362986223197962,NA,NA,NA,NA,0.199315367139153,NA,NA
"1976","B61B L21C P09B S15B",0.102484201944191,NA,0.326273545164114,NA,NA,NA,0.150223923159067,NA,NA,NA,NA,0.142774419018308,NA,NA
"1977","B61B L21C S03A",NA,0.118438129708821,NA,NA,NA,NA,0.48526994319871,NA,NA,NA,NA,0.153589951154092,0.217769210152511,NA
"1978","B61B L21C S05B",NA,NA,0.29586732561764,NA,NA,NA,0.265957727305398,NA,NA,NA,NA,0.377298192652502,NA,NA
"1979","B61B L21C S15B",0.10814469947663,NA,0.329227578345555,NA,NA,NA,0.342899736219378,NA,NA,NA,NA,0.211526349845913,NA,NA
"1980","B61B L21C S15B Y06A",NA,NA,0.212131597774497,NA,NA,NA,0.455329960066159,NA,NA,NA,NA,0.12132433692932,NA,NA
"1981","B61B L21E",NA,NA,NA,NA,NA,NA,0.304935348097406,NA,NA,0.693810791957348,NA,NA,NA,NA
"1982","B61B L21E S01E",NA,0.161400371511191,NA,NA,NA,NA,0.222391387860563,0.424637500948903,NA,0.177722326677039,NA,NA,NA,NA
"1983","B61B L21E S01E S03E",NA,NA,NA,NA,NA,NA,0.105654341852051,0.301978337065945,NA,0.347242708528884,NA,NA,0.195292924765797,NA
"1984","B61B L21E S01H",NA,NA,NA,NA,NA,NA,0.123876324479919,NA,NA,0.413811526445076,NA,NA,0.456901333713741,NA
"1985","B61B L21E S03E",NA,0.11976565093541,0.152870632568812,NA,NA,NA,0.151476560345224,NA,NA,0.199407951811607,NA,NA,0.280924754744905,NA
"1986","B61B L21E S03H",NA,NA,NA,NA,NA,NA,0.261521588057491,NA,NA,0.182039450623285,NA,NA,0.505397453595772,NA
"1987","B61B M02B S01A S15B",0.211893789856647,NA,NA,NA,NA,NA,0.426299271075002,NA,NA,NA,NA,NA,NA,NA
"1988","B61B M05B",NA,NA,NA,NA,NA,NA,0.837025418267468,NA,NA,NA,NA,NA,NA,NA
"1989","B61B M05B M61B",NA,NA,NA,NA,NA,0.335249859387927,0.337444053448962,NA,NA,NA,NA,NA,NA,NA
"1990","B61B M05B S01K",NA,NA,NA,NA,NA,NA,0.615590760820304,0.168775233179973,NA,NA,NA,NA,NA,NA
"1991","B61B M06B",NA,NA,NA,NA,NA,0.371209905428609,0.611649982460209,NA,NA,NA,NA,NA,NA,NA
"1992","B61B M06B P09B",NA,NA,NA,NA,NA,0.104237520436679,0.605762610369511,NA,NA,NA,NA,NA,NA,NA
"1993","B61B M06B S01K",NA,NA,NA,NA,NA,0.177348779615007,0.367298997592968,0.190314849991154,NA,NA,NA,NA,0.179006811263907,NA
"1994","B61B M06B S03E",NA,NA,NA,NA,NA,0.298040761844913,0.172028979581745,NA,NA,NA,NA,NA,0.363903453660551,NA
"1995","B61B M06B S03H",NA,NA,NA,NA,NA,0.422642133447969,0.360667710818493,NA,NA,NA,NA,NA,0.19900321112964,NA
"1996","B61B M06B S03M",NA,NA,NA,NA,NA,0.195530825616297,0.205025457539171,NA,NA,NA,NA,NA,0.588313880348563,NA
"1997","B61B M06B S03T",NA,NA,NA,NA,NA,0.181351382378732,0.252050591790551,NA,NA,NA,NA,NA,0.531545472742091,NA
"1998","B61B M06B S05B",NA,NA,0.144856633849984,NA,NA,NA,0.518385993735684,NA,NA,NA,NA,NA,NA,NA
"1999","B61B M06B S15B",0.214247163589529,NA,0.420133294978401,NA,NA,0.111379744050869,0.24687934650383,NA,NA,NA,NA,NA,NA,NA
"2000","B61B M06B T09K",NA,NA,NA,NA,NA,0.131590252648723,0.538236622687948,NA,NA,NA,NA,NA,NA,0.330173124663329
"2001","B61B M07B",NA,NA,NA,NA,NA,0.309267286097455,0.30555208396802,NA,0.285636050979456,NA,NA,NA,NA,NA
"2002","B61B M07B M09B",NA,NA,NA,NA,NA,0.696043369427174,0.295362727902246,NA,NA,NA,NA,NA,NA,NA
"2003","B61B M07B M09B S01M",NA,NA,NA,NA,NA,0.55817335587676,0.214234501496744,NA,NA,NA,NA,NA,0.106631864702435,NA
"2004","B61B M07B M61B",NA,NA,NA,NA,NA,0.722653777540277,0.222523674403335,NA,NA,NA,NA,NA,NA,NA
"2005","B61B M07B M91B",NA,NA,NA,NA,NA,0.579508325781296,0.323947886319919,NA,NA,NA,NA,NA,NA,NA
"2006","B61B M07B P09E",NA,NA,NA,NA,NA,NA,0.128509255819682,NA,NA,NA,NA,NA,NA,NA
"2007","B61B M07B P17B",NA,NA,NA,NA,NA,NA,0.23929243815035,NA,NA,NA,NA,NA,NA,NA
"2008","B61B M07B S01A",NA,NA,NA,NA,NA,0.422246367169998,0.237630308182487,0.216761001276092,NA,NA,NA,NA,NA,NA
"2009","B61B M07B S01K",NA,NA,NA,NA,NA,0.274834083099197,0.205311635740926,0.115854501421165,NA,NA,NA,NA,0.301319131275757,NA
"2010","B61B M07B S01K T91K",NA,NA,NA,NA,NA,0.114763532077801,0.25343599025956,NA,NA,NA,NA,NA,0.330289732010129,0.133653063468663
"2011","B61B M07B S01M",NA,NA,NA,NA,NA,0.33157293306769,0.189263269176711,0.132319955058668,NA,NA,NA,NA,0.208874219177147,NA
"2012","B61B M07B S01M S04M",NA,NA,NA,NA,NA,0.417352140467769,0.152277580235066,0.104757093603848,NA,NA,NA,NA,0.271526462791723,NA
"2013","B61B M07B S01M T91Q",NA,0.131394610424091,NA,NA,NA,0.347624783251419,0.187087467682682,0.12676613675984,NA,NA,NA,NA,NA,0.167267813700066
"2014","B61B M07B S03H",NA,NA,NA,NA,NA,0.265140955127248,0.402251950767389,NA,NA,NA,NA,NA,0.249727846817797,NA
"2015","B61B M07B S03H T91K",NA,NA,NA,NA,NA,0.165017745818404,0.31560524217117,NA,0.121831412798796,NA,NA,NA,0.256481570640882,0.134056117370094
"2016","B61B M07B S03M",NA,NA,NA,NA,NA,0.154634952482447,0.268109041779423,NA,0.130892952215127,NA,NA,NA,0.427319305015651,NA
"2017","B61B M07B S04M",NA,NA,NA,NA,NA,0.55193448571424,0.244933065589262,NA,NA,NA,NA,NA,0.163619507624514,NA
"2018","B61B M07B T09H",NA,NA,NA,NA,NA,NA,0.35776221240948,NA,NA,NA,NA,NA,NA,0.227945333171884
"2019","B61B M07B T09K",NA,NA,NA,NA,NA,0.226533523970607,0.4326156644685,NA,NA,NA,NA,NA,NA,0.247720433070993
"2020","B61B M07B T09M",NA,NA,NA,NA,NA,0.539704153097558,0.128693056134562,NA,NA,NA,NA,NA,NA,0.325119728617703
"2021","B61B M07B T91H",NA,NA,NA,NA,NA,0.220855463508113,0.426747049997772,NA,NA,NA,NA,NA,NA,0.34109255307033
"2022","B61B M07B T91K",NA,NA,NA,NA,NA,0.295056977218355,0.372063558756503,NA,NA,NA,NA,NA,NA,0.235740401214746
"2023","B61B M07B T91M",NA,NA,NA,NA,NA,0.29023711722526,0.299244755031704,NA,NA,NA,NA,NA,NA,0.390816785480903
"2024","B61B M07B T91Q",NA,NA,NA,NA,NA,NA,0.117950191236063,NA,0.346824949551504,NA,NA,NA,NA,0.384023284050119
"2025","B61B M09B",NA,NA,NA,NA,NA,0.402806475329236,0.58990919888572,NA,NA,NA,NA,NA,NA,NA
"2026","B61B M09B M26B S04M",NA,NA,NA,NA,NA,0.431210967695951,0.118807890428519,NA,NA,NA,NA,NA,0.391015668414065,NA
"2027","B61B M09B M61B S01K",NA,NA,NA,NA,NA,0.250139450960274,0.140248056387219,0.137670737295157,NA,NA,NA,NA,0.38446192310998,NA
"2028","B61B M09B M61B T09K",NA,NA,NA,NA,NA,0.535043454487948,0.132427503959346,NA,NA,NA,NA,NA,NA,0.218638505864162
"2029","B61B M09B M91B",NA,NA,NA,NA,NA,0.771264394970046,0.228735605029954,NA,NA,NA,NA,NA,NA,NA
"2030","B61B M09B O09B",NA,NA,NA,NA,NA,0.171833696415433,0.650735391038223,NA,NA,NA,NA,NA,NA,NA
"2031","B61B M09B S01E",NA,NA,NA,NA,NA,0.387685476591424,0.217507316398013,0.356336124966152,NA,NA,NA,NA,NA,NA
"2032","B61B M09B S01K",NA,NA,NA,NA,NA,0.198325600302448,0.363075130066255,0.173378521383978,NA,NA,NA,NA,0.207389417615728,NA
"2033","B61B M09B S01K T09K",NA,NA,NA,NA,NA,0.155599564587553,0.217875652047607,NA,NA,NA,NA,NA,0.290723014179565,0.204574478348992
"2034","B61B M09B S01L",NA,NA,NA,NA,NA,0.192382036929545,0.164639441061794,NA,NA,NA,NA,NA,0.598293455136144,NA
"2035","B61B M09B S01M",NA,NA,NA,NA,NA,0.374487690948563,0.211157304038425,NA,NA,NA,NA,NA,0.25417300214475,NA
"2036","B61B M09B S03H",NA,NA,NA,NA,NA,0.273554910073125,0.309278600934942,NA,NA,NA,NA,NA,0.384977368182426,NA
"2037","B61B M09B S03H T91H",NA,NA,NA,NA,NA,0.159071732476681,0.1709807706112,NA,NA,NA,NA,NA,0.469168723191705,0.173613277971082
"2038","B61B M09B S03M",NA,NA,NA,NA,NA,0.165722183092521,0.550390705779759,NA,NA,NA,NA,NA,0.250899012785167,NA
"2039","B61B M09B S04M",NA,NA,NA,NA,NA,0.341398776167393,0.130824472458224,NA,NA,NA,NA,NA,0.471803604277125,NA
"2040","B61B M09B T09H",NA,NA,NA,NA,NA,0.330520828586901,0.425238135372518,NA,NA,NA,NA,NA,NA,0.239369013351535
"2041","B61B M09B T09K",NA,NA,NA,NA,NA,0.239464218195219,0.43906111690457,NA,NA,NA,NA,NA,NA,0.316731051560815
"2042","B61B M09G",NA,NA,NA,NA,NA,0.800628155298046,0.199371844701954,NA,NA,NA,NA,NA,NA,NA
"2043","B61B M26B",NA,NA,NA,NA,NA,0.13035531033775,0.673450337398423,NA,NA,NA,NA,NA,NA,NA
"2044","B61B M26B M61B",NA,NA,NA,NA,NA,0.126669125379903,0.510871660680322,NA,NA,NA,NA,NA,NA,NA
"2045","B61B M26B M61B S03H",NA,NA,NA,NA,NA,NA,0.262976214325727,NA,NA,NA,NA,NA,0.380825447142767,NA
"2046","B61B M26B M61B T09H",NA,NA,NA,NA,NA,NA,0.359002620737945,NA,NA,NA,NA,NA,NA,0.315404637240876
"2047","B61B M26B M61B T09K",NA,NA,NA,NA,NA,0.179585390330435,0.122927710521983,NA,NA,NA,NA,NA,NA,0.113999853613685
"2048","B61B M26B M61B Y61A",NA,NA,NA,NA,NA,0.133631402889126,0.376842456068223,NA,NA,NA,NA,NA,NA,NA
"2049","B61B M26B Q11B",NA,NA,NA,NA,NA,NA,0.397041349054984,NA,NA,NA,NA,NA,NA,NA
"2050","B61B M26B S01K",NA,NA,NA,NA,NA,0.119892669012758,0.247973467642485,0.120889458827018,NA,NA,NA,NA,0.423775323596504,NA
"2051","B61B M26B S01L",NA,NA,NA,NA,NA,0.104648519761667,0.132260251881293,NA,NA,NA,NA,NA,0.76195124449268,NA
"2052","B61B M26B S01M",NA,NA,NA,NA,NA,0.35317092083185,0.302659771303311,NA,NA,NA,NA,NA,0.311621130715299,NA
"2053","B61B M26B S01M S04M",NA,NA,NA,NA,NA,0.128336836117251,0.296985684668848,0.251830366224497,NA,NA,NA,NA,0.249750895506872,NA
"2054","B61B M26B S03E",NA,NA,NA,NA,NA,NA,0.447773381317494,NA,NA,NA,NA,NA,0.42213106242589,NA
"2055","B61B M26B S03H",NA,NA,NA,NA,NA,NA,0.262466146191097,NA,NA,NA,NA,NA,0.385036389002999,NA
"2056","B61B M26B S03M",NA,NA,NA,NA,NA,0.103144432048262,0.20383294993538,NA,NA,NA,NA,NA,0.58110230373643,NA
"2057","B61B M26B S03T",NA,NA,NA,NA,NA,0.174105132312791,0.387475719695971,NA,NA,NA,NA,NA,0.433726667801171,NA
"2058","B61B M26B S04M",NA,NA,NA,NA,NA,0.172004459271998,0.338119598240428,NA,NA,NA,NA,NA,0.425383302401269,NA
"2059","B61B M26B S05B",0.172543756546379,NA,NA,NA,NA,NA,0.428670560288328,NA,NA,NA,NA,NA,NA,NA
"2060","B61B M26B S15B",0.135667017788701,NA,0.367010835531214,NA,NA,NA,0.261228861148811,NA,NA,NA,NA,NA,NA,NA
"2061","B61B M26B T09O",NA,NA,NA,NA,NA,0.205643767063742,0.468566632813307,NA,NA,NA,NA,NA,NA,0.325789600122952
"2062","B61B M26B Y61A",NA,NA,NA,NA,NA,NA,0.463440840000983,NA,NA,NA,NA,NA,NA,NA
"2063","B61B M61B",NA,NA,NA,NA,NA,0.373163244616,0.528555691109093,NA,NA,NA,NA,NA,NA,NA
"2064","B61B M61B M91B",NA,NA,NA,NA,NA,0.825407378525594,0.172003020163031,NA,NA,NA,NA,NA,NA,NA
"2065","B61B M61B P09B",NA,NA,NA,NA,NA,NA,0.277177888304047,NA,NA,NA,NA,NA,NA,NA
"2066","B61B M61B P09B S05B",0.288147669143347,NA,0.178141564243224,NA,NA,NA,0.12647993194917,NA,NA,NA,NA,NA,NA,NA
"2067","B61B M61B P09E",NA,NA,NA,NA,NA,0.117352029000646,0.323780242210586,NA,NA,NA,NA,NA,NA,NA
"2068","B61B M61B P17B",NA,NA,NA,NA,NA,0.314592720649666,0.223820467068889,NA,NA,NA,NA,NA,NA,NA
"2069","B61B M61B P91B",NA,NA,NA,NA,NA,NA,0.500225045009002,NA,NA,NA,NA,NA,NA,NA
"2070","B61B M61B S01A",NA,0.125023257915721,0.108904205039593,NA,NA,NA,0.163900629200915,0.440310219075023,NA,NA,NA,NA,NA,NA
"2071","B61B M61B S01E",NA,NA,NA,NA,NA,0.385128999169103,0.20846940286492,0.392781818718971,NA,NA,NA,NA,NA,NA
"2072","B61B M61B S01K",NA,NA,NA,NA,NA,0.195905745430041,0.255760726082841,0.202852245449729,NA,NA,NA,NA,0.260473678133698,NA
"2073","B61B M61B S01K T09K",NA,NA,NA,NA,NA,0.115219603551962,0.163668962748574,0.165666478449783,NA,NA,NA,NA,0.174089731612357,0.216284826101616
"2074","B61B M61B S01L",NA,NA,NA,NA,NA,0.142610323100137,0.171240857142701,NA,NA,NA,NA,NA,0.579145450540359,NA
"2075","B61B M61B S01M",NA,NA,NA,NA,NA,0.106434153866064,0.187818524294479,0.228720718292444,NA,NA,NA,NA,0.357375116699713,NA
"2076","B61B M61B S01M S04M",NA,NA,NA,NA,NA,0.119537070390725,0.103158422468429,0.183557936299371,NA,NA,NA,NA,0.549586183719169,NA
"2077","B61B M61B S01M T91M",NA,NA,NA,NA,NA,0.16138358430812,0.248289083782274,NA,NA,NA,NA,NA,NA,0.350829486696017
"2078","B61B M61B S02K",NA,NA,NA,NA,NA,0.155804322241995,0.456784502803715,0.156832962083668,NA,NA,NA,NA,0.198530747209519,NA
"2079","B61B M61B S03A",NA,0.234328416806287,0.144221806453821,NA,NA,0.120115947789557,0.178930719410395,NA,NA,NA,NA,NA,0.225450398937139,NA
"2080","B61B M61B S03A S05B",NA,0.186583943622625,0.330720403959205,NA,NA,0.152857517506848,0.138856252453053,NA,NA,NA,NA,NA,0.157957568859759,NA
"2081","B61B M61B S03E",NA,0.102093866135745,NA,NA,NA,0.16905978180389,0.208737718028034,NA,NA,NA,NA,NA,0.379802851976737,NA
"2082","B61B M61B S03H",NA,NA,NA,NA,NA,0.277357151802963,0.405233735519996,NA,NA,NA,NA,NA,0.289746666738514,NA
"2083","B61B M61B S03H T09K",NA,NA,NA,NA,NA,0.203318134869523,0.304946558174278,NA,NA,NA,NA,NA,0.248518706944517,0.200513092248246
"2084","B61B M61B S03M",NA,NA,NA,NA,NA,0.189483626316983,0.226811085825185,NA,NA,NA,NA,NA,0.55631314111795,NA
"2085","B61B M61B S03T",NA,NA,NA,NA,NA,0.265479067118278,0.272509397378658,NA,NA,NA,NA,NA,0.459399682390531,NA
"2086","B61B M61B S04H",0.123543565786845,NA,NA,NA,NA,0.294064631732838,0.411922792640772,NA,NA,NA,NA,NA,0.140904904469205,NA
"2087","B61B M61B S04M",NA,NA,NA,NA,NA,0.232211741786698,0.271876700863718,NA,NA,NA,NA,NA,0.434687838967943,NA
"2088","B61B M61B S05B",0.155497671120218,NA,0.245753301354492,NA,NA,NA,0.28788670064702,NA,NA,NA,NA,NA,NA,NA
"2089","B61B M61B S15B",0.219178247589346,NA,0.262915550291044,NA,NA,NA,0.299446187862732,NA,NA,NA,NA,NA,NA,NA
"2090","B61B M61B T09H",NA,NA,NA,NA,NA,0.180452465881524,0.573075549213964,NA,NA,NA,NA,NA,NA,0.219527186317806
"2091","B61B M61B T09K",NA,NA,NA,NA,NA,0.226261392212315,0.49724991852859,NA,NA,NA,NA,NA,NA,0.275551001572488
"2092","B61B M61B Y61A",NA,NA,NA,NA,NA,NA,0.421593959679857,NA,NA,NA,NA,NA,NA,NA
"2093","B61B M6AB",NA,NA,NA,NA,NA,0.719306467245081,0.178776380613806,NA,NA,NA,NA,NA,NA,NA
"2094","B61B M6BB",NA,NA,NA,NA,NA,0.250683091233025,0.734473340397972,NA,NA,NA,NA,NA,NA,NA
"2095","B61B M6BG",NA,NA,NA,NA,NA,0.150814662422059,0.848535914726049,NA,NA,NA,NA,NA,NA,NA
"2096","B61B M7GG",NA,NA,NA,NA,NA,0.138442552135102,0.447295677117232,NA,0.30590591740067,NA,NA,NA,NA,NA
"2097","B61B M7GG M91G",NA,NA,NA,NA,NA,0.166362063981705,0.524763963962232,NA,0.263601479228666,NA,NA,NA,NA,NA
"2098","B61B M7GG TB9AK",NA,NA,NA,NA,NA,NA,0.525625281581046,NA,0.270020009109866,NA,NA,NA,NA,0.182925905654817
"2099","B61B M7HB",NA,NA,NA,NA,NA,0.130137248494572,0.172010060215938,NA,0.57656570192964,NA,NA,NA,NA,NA
"2100","B61B M7HG",NA,NA,NA,NA,NA,0.228127304121084,0.139971482758697,NA,0.137063019382104,NA,NA,NA,NA,NA
"2101","B61B M91B",NA,NA,NA,NA,NA,0.488108057038926,0.500710032848175,NA,NA,NA,NA,NA,NA,NA
"2102","B61B M91B S01A",NA,NA,NA,NA,NA,0.262967096559978,0.226016109918904,0.343456308020852,NA,NA,NA,NA,NA,NA
"2103","B61B M91B S01E",NA,NA,NA,NA,NA,0.547102177747516,0.118695596449671,0.320200871691807,NA,NA,NA,NA,NA,NA
"2104","B61B M91B S01E T91H",NA,NA,NA,NA,NA,0.210674678950407,0.216966140105214,0.410018109003512,NA,NA,NA,NA,NA,0.127083952969288
"2105","B61B M91B S01H",NA,NA,NA,NA,NA,0.231035220402876,0.27045067713916,0.211408030209652,NA,NA,NA,NA,0.246396316975611,NA
"2106","B61B M91B S01K",NA,NA,NA,NA,NA,0.280821342251316,0.204576087567034,0.167279773920816,NA,NA,NA,NA,0.302788956004768,NA
"2107","B61B M91B S01K T91K",NA,NA,NA,NA,NA,0.166697092651233,0.321200745298292,0.222011850288907,NA,NA,NA,NA,NA,0.218356522672534
"2108","B61B M91B S01L",NA,NA,NA,NA,NA,0.158332179126089,0.18823183227014,NA,NA,NA,NA,NA,0.538228321411741,NA
"2109","B61B M91B S01M",NA,NA,NA,NA,NA,0.427935010686523,0.250517397670799,0.107935815029417,NA,NA,NA,NA,0.156815426008774,NA
"2110","B61B M91B T09L",NA,NA,NA,NA,NA,0.657784826060704,0.170216917313971,NA,NA,NA,NA,NA,NA,0.171848672858527
"2111","B61B M91B T91H",NA,NA,NA,NA,NA,0.113341791237304,0.706389683553343,NA,NA,NA,NA,NA,NA,0.173933171448509
"2112","B61B M91B T91K",NA,NA,NA,NA,NA,0.297228569266156,0.428577421126234,NA,NA,NA,NA,NA,NA,0.270672366687409
"2113","B61B M91B T91Q",NA,NA,NA,NA,NA,0.266427019286129,0.304744707398606,NA,NA,NA,NA,NA,NA,0.426208720747368
"2114","B61B M91G",NA,NA,NA,NA,NA,0.288886558528841,0.708267280936214,NA,NA,NA,NA,NA,NA,NA
"2115","B61B M91G T91Q",NA,NA,NA,NA,NA,0.187302422135118,0.413296813686733,NA,NA,NA,NA,NA,NA,0.394747266198766
"2116","B61B M91G TB9AK",NA,NA,NA,NA,NA,0.23708315715725,0.611097411304042,NA,NA,NA,NA,NA,NA,0.151804434556793
"2117","B61B O09B",NA,NA,NA,NA,NA,NA,0.826234808785818,NA,NA,NA,NA,NA,NA,NA
"2118","B61B P07B",NA,NA,NA,NA,NA,NA,0.64205361114487,NA,NA,NA,NA,NA,NA,NA
"2119","B61B P07B T91K",NA,NA,NA,NA,NA,NA,0.50090487295638,NA,NA,NA,NA,NA,NA,0.311998831515549
"2120","B61B P07H",NA,NA,NA,NA,NA,NA,0.825794238621556,NA,NA,NA,NA,NA,NA,NA
"2121","B61B P09A",NA,NA,NA,NA,NA,NA,0.664983020510026,NA,NA,NA,NA,NA,NA,NA
"2122","B61B P09A S01A",NA,NA,NA,NA,NA,NA,0.396787703571758,0.250201112274316,NA,NA,NA,NA,NA,NA
"2123","B61B P09A S03A",NA,0.130446927803903,NA,NA,NA,NA,0.350363195625143,NA,NA,NA,NA,NA,0.255365396899569,NA
"2124","B61B P09A S05B",0.211083260986787,NA,0.239544020425896,NA,NA,NA,0.282783146974456,NA,NA,NA,NA,NA,NA,NA
"2125","B61B P09A S15B",0.12363451415207,NA,0.177805860624884,NA,NA,NA,0.409789285430911,NA,NA,NA,NA,NA,NA,NA
"2126","B61B P09B",NA,NA,NA,NA,NA,NA,0.566853276380997,NA,NA,NA,NA,NA,NA,NA
"2127","B61B P09B P09E",NA,NA,NA,NA,NA,NA,0.282964454499517,NA,NA,NA,NA,NA,NA,NA
"2128","B61B P09B P17B",NA,NA,NA,NA,NA,NA,0.164051278574389,NA,NA,NA,NA,NA,NA,NA
"2129","B61B P09B P91E",NA,NA,NA,NA,NA,NA,0.583720597014925,NA,NA,NA,NA,NA,NA,NA
"2130","B61B P09B Q11B S15B",0.157554024293672,NA,0.440295665275772,NA,NA,NA,0.135456198367277,NA,NA,NA,NA,NA,NA,NA
"2131","B61B P09B S01A",NA,0.140303862224015,NA,NA,NA,NA,0.195395259367393,0.404407580511915,NA,NA,NA,NA,NA,NA
"2132","B61B P09B S03A",NA,0.158752738210977,0.122332742543142,NA,NA,NA,0.219341843970851,NA,NA,NA,NA,NA,0.210074559298209,NA
"2133","B61B P09B S03H",NA,NA,NA,NA,NA,NA,0.401877116699051,NA,NA,NA,NA,NA,0.379864186129985,NA
"2134","B61B P09B S05B",0.110981576940619,NA,0.241137551502795,NA,NA,NA,0.335936479891634,NA,NA,NA,NA,NA,NA,NA
"2135","B61B P09B S15B",0.184154190065882,NA,0.291117111872091,NA,NA,NA,0.22207038601443,NA,NA,NA,NA,NA,NA,NA
"2136","B61B P09B T09H",NA,NA,NA,NA,NA,NA,0.607618848940383,NA,NA,NA,NA,NA,NA,0.22148056189407
"2137","B61B P09B T09K",NA,NA,NA,NA,NA,NA,0.232507675481941,NA,NA,NA,NA,NA,NA,0.57053352834987
"2138","B61B P09B T99A",NA,NA,NA,NA,NA,NA,0.751659422515873,NA,NA,NA,NA,NA,NA,0.120771676020984
"2139","B61B P09E",NA,NA,NA,NA,NA,NA,0.443584636051121,NA,NA,NA,NA,NA,NA,NA
"2140","B61B P09E S01E",NA,0.102777611624657,NA,NA,NA,NA,0.14145922528205,0.502125268519963,NA,NA,NA,NA,NA,NA
"2141","B61B P09E S03H",NA,NA,NA,NA,NA,NA,0.192754057239467,NA,NA,NA,NA,NA,0.526596270257898,NA
"2142","B61B P17A",NA,NA,NA,NA,NA,NA,0.494528559293819,NA,NA,NA,NA,NA,NA,NA
