stat6,region,assigned_by,Suggested_Change,Anne_Region,ADF.G_Region,Notes,final
57031,Kodiak,EW,NA,,NA,,Kodiak
57041,Kodiak,EW,NA,,NA,,Kodiak
57042,Kodiak,EW,NA,,NA,,Kodiak
57051,Kodiak,EW,NA,,NA,,Kodiak
57052,Kodiak,EW,NA,,NA,,Kodiak
57053,Kodiak,EW,NA,,NA,,Kodiak
57054,Kodiak,EW,NA,,NA,,Kodiak
57071,Kodiak,EW,NA,,NA,,Kodiak
57072,Kodiak,EW,NA,,NA,,Kodiak
57073,Kodiak,EW,NA,,NA,,Kodiak
58021,Kodiak,EW,NA,,NA,,Kodiak
58031,Kodiak,EW,NA,,NA,,Kodiak
58041,Kodiak,EW,NA,,NA,,Kodiak
58051,Kodiak,EW,NA,,NA,,Kodiak
58061,Kodiak,EW,NA,,NA,,Kodiak
58071,Kodiak,EW,NA,,NA,,Kodiak
58081,Kodiak,EW,NA,,NA,,Kodiak
58091,Kodiak,EW,NA,,NA,,Kodiak
58101,Kodiak,EW,NA,,NA,,Kodiak
59021,Kodiak,EW,NA,,NA,,Kodiak
59041,Kodiak,EW,NA,,NA,,Kodiak
59051,Kodiak,EW,NA,,NA,,Kodiak
59071,Kodiak,EW,NA,,NA,,Kodiak
59101,Kodiak,EW,NA,,NA,,Kodiak
99998,NA,AB (Groundfish-Salmon),NA,NA,NA,interim value for FT entry,NA
99999,NA,AB (Groundfish-Salmon),NA,NA,NA,missing value for FT entry,NA
152100,NA,AB (Groundfish-Salmon),755210,Western Aleutians,4,"Or 755210. 2.5 million pounds of sablefish, 1 vessel. Used 1 instead of 7. Based on previous deliveries.",Unassigned
177737,NA,AB (Groundfish-Salmon),325533,SEAK Inside,1,1 vessel. All other harvest in SEAK: 315502 to 325602. State waters only.,Unassigned
305431,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
305501,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
305502,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
305503,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
305531,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
305532,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315401,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315431,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315432,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315501,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315502,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315503,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315504,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315531,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315532,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
315600,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325401,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325402,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
325431,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325432,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325433,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325434,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
325501,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325502,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325503,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325504,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325531,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325532,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325533,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325600,NA,AB (Groundfish-Salmon),325602,SEAK Inside,1,1 vessel. All other harvest from 325602. State waters.,SEAK Inside
325601,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325602,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325603,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325604,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325631,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325632,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
325700,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335401,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
335431,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
335432,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335433,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335501,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
335502,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335503,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335504,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335505,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335506,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335531,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335532,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335533,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335534,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335535,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335601,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335602,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335603,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335631,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335632,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335633,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335634,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335701,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335702,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335703,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335704,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335705,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335731,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335732,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335733,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335734,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335735,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
335830,NA,AB (Groundfish-Salmon),355830,SEAK Inside,1,3 permist. 1986-2004.,SEAK Inside
345401,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
345430,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
345500,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
345531,NA,AB (Groundfish-Salmon),345531,SEAK Inside,1,Lots of permits and deliveries to old code,SEAK Inside
345532,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345533,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345534,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345535,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345536,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345537,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
345601,NA,AB (Groundfish-Salmon),345601,SEAK Outside,1,,SEAK Inside
345602,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345603,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345604,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345605,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345606,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345607,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
345608,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345630,NA,AB (Groundfish-Salmon),345630,SEAK Inside,1,Very little harvest,SEAK Inside
345631,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345632,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345701,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345702,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345703,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345704,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345705,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345706,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345731,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345732,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345801,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345802,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345803,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
345830,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355300,NA,AB (Groundfish-Salmon),355300,Unassigned,NA,Outside EEZ,Unassigned
355304,NA,AB (Groundfish-Salmon),355304,Unassigned,NA,Only 3494 lbs. harvest in 1985,Unassigned
355401,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
355430,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
355500,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
355530,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
355601,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
355602,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355631,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
355632,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355633,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355634,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355635,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355701,NA,AB (Groundfish-Salmon),355701,SEAK Outside,1,,SEAK Inside
355702,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355703,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355704,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355705,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355706,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355707,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355731,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355732,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355733,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355801,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355802,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355830,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
355900,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365330,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
365430,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
365434,NA,AB (Groundfish-Salmon),365434,SEAK Outside,1,,Unassigned
365500,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
365530,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
365600,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
365630,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
365701,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
365702,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365731,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
365732,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365733,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365734,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365735,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365801,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
365802,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365803,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365804,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365805,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365830,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
365831,NA,AB (Groundfish-Salmon),365831,SEAK Inside,1,,SEAK Inside
375530,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
375532,NA,AB (Groundfish-Salmon),375532,SEAK Outside,1,,Unassigned
375600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
375630,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
375700,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
375730,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
375800,NA,AB (Groundfish-Salmon),375800,SEAK Outside,1,,SEAK Outside
375801,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
375802,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
375831,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
375832,SEAK Inside,AB (Groundfish-Salmon),NA,,NA,,SEAK Inside
375901,NA,AB (Groundfish-Salmon),375901,SEAK Inside,1,24 pounds,SEAK Outside
385400,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
385430,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
385500,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
385600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
385630,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
385700,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
385730,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
385800,SEAK Outside,AB (Groundfish-Salmon),NA,,NA,,SEAK Outside
385831,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
385832,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
385901,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
385902,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
395500,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
395600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
395630,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
395700,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
395730,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
395800,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
395830,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
395900,NA,AB (Groundfish-Salmon),395900,Yakutat,1,,Yakutat
395901,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
395902,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
395931,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
405430,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
405530,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
405630,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
405700,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
405730,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
405800,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
405830,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
405900,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
405931,NA,AB (Groundfish-Salmon),405931,Yakutat,1,"405931 Split into 405933, 405934. Clarify federal/state waters near Yakutat Bay, new IBS",Yakutat
405932,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
405933,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
405934,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
415500,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
415530,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
415600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
415630,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
415800,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
415830,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
415900,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
415931,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
415932,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
425530,NA,AB (Groundfish-Salmon),425530,Unassigned,NA,Fed 690. GOA Outside the U.S. EEZ,Unassigned
425600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
425700,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
425800,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
425830,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
425900,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
425930,NA,AB (Groundfish-Salmon),425930,Yakutat,1,,Unassigned
425931,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
426002,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
435300,NA,AB (Groundfish-Salmon),435300,Unassigned,NA,Fed 690. GOA Outside the U.S. EEZ,Unassigned
435530,NA,AB (Groundfish-Salmon),435530,Unassigned,NA,Fed 690. GOA Outside the U.S. EEZ,Unassigned
435600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
435630,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
435700,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
435730,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
435800,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
435830,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
435900,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
435901,NA,AB (Groundfish-Salmon),435901,Yakutat,1,,Yakutat
435930,NA,AB (Groundfish-Salmon),435930,Yakutat,1,,Yakutat
435931,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
435932,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
436000,Yakutat,AB (Groundfish-Salmon),NA,,NA,,Yakutat
445530,NA,AB (Groundfish-Salmon),445530,Unassigned,NA,,Unassigned
445600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
445730,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
445800,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
445830,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
445900,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
445931,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
445932,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
446001,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
446002,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
446003,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
455500,NA,AB (Groundfish-Salmon),455500,Unassigned,NA,,Unassigned
455700,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
455730,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
455800,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
455830,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
455900,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
455930,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
456001,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
456002,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
456003,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
456004,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
456031,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
456032,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
465600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
465630,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
465700,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
465730,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
465800,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
465830,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
465901,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
465902,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
465903,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
465904,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
465931,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
465932,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
465933,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466000,NA,AB (Groundfish-Salmon),466000,PWS,2,,Unassigned
466001,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466002,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466003,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466004,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466005,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466030,NA,AB (Groundfish-Salmon),466030,PWS,2,,Unassigned
466031,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466032,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466033,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
466100,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
475500,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
475600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
475700,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
475730,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
475800,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
475830,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
475900,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
475931,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
475932,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
475933,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
475934,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476001,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476002,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476003,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476004,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476005,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476006,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476007,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476008,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476009,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476030,NA,AB (Groundfish-Salmon),476030,PWS,2,,Unassigned
476031,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476032,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476033,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476034,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476035,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476036,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476101,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
476102,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
485430,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
485500,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
485700,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
485730,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
485800,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
485831,Kodiak,AB (Groundfish-Salmon),NA,,NA,,Kodiak
485832,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
485900,NA,AB (Groundfish-Salmon),485900,PWS,2,,PWS
485901,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
485902,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
485931,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
485932,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
485933,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
485934,Cook Inlet,AB (Groundfish-Salmon),NA,,NA,,Cook Inlet
485935,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
485936,NA,AB (Groundfish-Salmon),485936,PWS,2,,PWS
486001,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486002,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486003,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486004,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486005,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486031,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486032,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486033,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486034,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
486100,PWS,AB (Groundfish-Salmon),NA,,NA,,PWS
495400,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
495430,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
495500,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
495600,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
495630,Unassigned,AB (Groundfish-Salmon),NA,,NA,,Unassigned
