stat6,region
10140,SEAK Inside
11313,SEAK Inside
11312,SEAK Inside
19110,Unassigned
19245,Unassigned
11132,SEAK Inside
11141,SEAK Inside
11150,SEAK Inside
11140,SEAK Inside
11143,SEAK Inside
11311,SEAK Inside
10920,SEAK Inside
10961,SEAK Inside
10911,SEAK Inside
10913,SEAK Inside
11333,SEAK Inside
11362,SEAK Inside
11366,SEAK Inside
11345,SEAK Inside
11343,SEAK Inside
11344,SEAK Inside
11336,SEAK Inside
11342,SEAK Inside
11338,SEAK Inside
10122,SEAK Inside
11222,SEAK Inside
11332,SEAK Inside
10129,SEAK Inside
10260,SEAK Inside
10240,SEAK Inside
10620,SEAK Inside
10610,SEAK Inside
10280,SEAK Inside
10250,SEAK Inside
10115,SEAK Inside
10270,SEAK Inside
18930,SEAK Outside
18150,Unassigned
18110,SEAK Inside
18280,SEAK Inside
18270,SEAK Inside
18260,SEAK Inside
18240,SEAK Inside
18231,SEAK Inside
18320,SEAK Inside
18250,SEAK Inside
18252,SEAK Inside
18255,SEAK Inside
18160,SEAK Inside
10735,SEAK Inside
10720,SEAK Inside
10710,SEAK Inside
10625,SEAK Inside
10622,SEAK Inside
10730,SEAK Inside
10185,SEAK Inside
10190,SEAK Inside
10180,SEAK Inside
10113,SEAK Inside
10111,SEAK Inside
10311,SEAK Inside
10210,SEAK Inside
10410,SEAK Inside
10121,SEAK Inside
11212,SEAK Inside
11250,SEAK Inside
11217,SEAK Inside
11241,SEAK Inside
11218,SEAK Inside
11351,SEAK Inside
11359,SEAK Inside
11211,SEAK Inside
11213,SEAK Inside
11427,SEAK Inside
11432,SEAK Inside
11434,SEAK Inside
11431,SEAK Inside
11433,SEAK Inside
18310,SEAK Inside
18311,SEAK Inside
11510,SEAK Inside
11511,SEAK Inside
10910,SEAK Inside
11335,SEAK Inside
10390,SEAK Inside
10380,SEAK Inside
10340,SEAK Inside
10531,SEAK Inside
10532,SEAK Inside
19250,Unassigned
10230,SEAK Inside
10220,SEAK Inside
11331,SEAK Inside
11341,SEAK Inside
10370,SEAK Inside
10350,SEAK Inside
10630,SEAK Inside
10635,SEAK Inside
